Energy,Scale,PrimVec1,PrimVec2,PrimVec3,Coord1,Coord2,Coord3,Coord4,Coord5,Coord6,Coord7,Coord8,Coord9,Coord10,Coord11,Coord12,Coord13,Coord14,Coord15,Coord16,Coord17,Coord18,Coord19,Coord20,Coord21,Coord22,Coord23,Coord24,Coord25,Coord26,Coord27,Coord28,Coord29,Coord30,Coord31,Coord32,Coord33,Coord34,Coord35,Coord36,Coord37,Coord38,Coord39,Coord40,Coord41,Coord42,Coord43,Coord44,Coord45,Coord46,Coord47,Coord48,Coord49,Coord50,Coord51,Coord52,Coord53,Coord54,Coord55,Coord56,Coord57,Coord58,Coord59,Coord60,Coord61,Coord62,Coord63,Coord64,Coord65,Coord66,Coord67,Coord68,Coord69,Coord70,Coord71,Coord72,Coord73,Coord74,Coord75,Coord76,Coord77,Coord78,Coord79,Coord80,Coord81,Coord82,Coord83,Coord84,Coord85,Coord86,Coord87,Coord88,Coord89,Coord90,Coord91,Coord92,Coord93,Coord94,Coord95,Coord96
-186.611204,5.25,5.287513707;0.0;0.0,0.0;5.566858333;0.0,0.0;0.0;9.340738935,0.131785946782;0.390284765668;0.629512294575,0.631786541863;0.609715533783;0.870486805871,0.368212757051;0.890284915393;0.370487819441,0.868213352132;0.109715384058;0.129512237567,0.868213352132;0.609715533783;0.370487819441,0.368212757051;0.390284765668;0.129512237567,0.631786541863;0.109715384058;0.629512294575,0.131785946782;0.890284915393;0.870486805871,0.463039934395;0.387112419805;0.732002044761,0.963038638228;0.612887879646;0.767998126264,0.0369606606866;0.887112569531;0.267998069256,0.536961255768;0.11288772992;0.232001987753,0.536961255768;0.612887879646;0.267998069256,0.0369606606866;0.387112419805;0.232001987753,0.963038638228;0.11288772992;0.732002044761,0.463039934395;0.887112569531;0.767998126264,0.820487707532;0.84971445599;0.98793147568,0.320487112451;0.15028584346;0.512067624765,0.679514077712;0.349714306265;0.0120675677572,0.17951348263;0.650285993186;0.487932489251,0.17951348263;0.15028584346;0.0120675677572,0.679514077712;0.84971445599;0.487932489251,0.320487112451;0.650285993186;0.98793147568,0.820487707532;0.349714306265;0.512067624765,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-180.256668,5.24,5.280679165;0.0;0.0,0.0;5.561839539;0.0,0.0;0.0;9.307876734,0.130377169013;0.389845838737;0.629707522725,0.630377248075;0.61015424415;0.870291929244,0.369621016353;0.88984588018;0.370291753801,0.869621095415;0.110154202706;0.129707347283,0.869621095415;0.61015424415;0.370291753801,0.369621016353;0.389845838737;0.129707347283,0.630377248075;0.110154202706;0.629707522725,0.130377169013;0.88984588018;0.870291929244,0.46094449671;0.385717708135;0.733307949284,0.960944575772;0.614282374751;0.766691502685,0.0390555823514;0.885717749579;0.266691327242,0.539055661413;0.114282333308;0.233307773841,0.539055661413;0.614282374751;0.266691327242,0.0390555823514;0.385717708135;0.233307773841,0.960944575772;0.114282333308;0.733307949284,0.46094449671;0.885717749579;0.766691502685,0.819065098419;0.849041035234;0.988496116025,0.319065019357;0.150959047652;0.511503335944,0.680933245071;0.349040993791;0.0115031605016,0.180933166009;0.650959089095;0.488495940582,0.180933166009;0.150959047652;0.0115031605016,0.680933245071;0.849041035234;0.488495940582,0.319065019357;0.650959089095;0.988496116025,0.819065098419;0.349040993791;0.511503335944,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-51.731098,4.65,4.635866652;-5.762e-06;0.0,-5.762e-06;4.635866652;0.0,0.0;0.0;2.978933406,0.0;0.0;0.0,0.499999904009;0.499999904009;0.500001106772,0.304629503238;0.304629503238;0.0,0.695372461877;0.695372461877;0.0,0.804632964172;0.195366843847;0.500001106772,0.195366843847;0.804632964172;0.500001106772,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-103.389256,4.55,4.533672604;0.0;0.0,0.0;5.505329296;0.0,0.0;0.0;4.948215727,0.0;0.162041169935;0.249999205421,0.0;0.837958957941;0.749999637192,0.500000815674;0.662040325662;0.249999205421,0.500000815674;0.337959802214;0.749999637192,0.270504755663;0.384127794415;0.418567037952,0.729494669968;0.615872333461;0.581431804661,0.229496060011;0.115873177734;0.918567469724,0.770505571337;0.884126950142;0.0814333938194,0.770505571337;0.115873177734;0.581431804661,0.229496060011;0.884126950142;0.418567037952,0.729494669968;0.384127794415;0.0814333938194,0.270504755663;0.615872333461;0.918567469724,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-53.466196,4.61,4.59697393;-8.447e-06;0.0,-8.447e-06;4.59697393;0.0,0.0;0.0;2.952041789,0.0;0.0;0.0,0.499999403628;0.499999403628;0.499999696989,0.303839566594;0.303839566594;0.0,0.696161416011;0.696161416011;0.0,0.80384220429;0.196158778315;0.499999696989,0.196158778315;0.80384220429;0.499999696989,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-193.10437,5.25,5.283334113;0.0;0.0,0.0;5.562820564;0.0,0.0;0.0;9.354913634,0.132334996244;0.390986905829;0.629339856073,0.632335553373;0.609012992784;0.870660095717,0.367665560885;0.890986855135;0.370660824425,0.86766422527;0.109013043477;0.129339515824,0.86766422527;0.609012992784;0.370660824425,0.367665560885;0.390986905829;0.129339515824,0.632335553373;0.109013043477;0.629339856073,0.132334996244;0.890986855135;0.870660095717,0.463835893696;0.38804415407;0.731103489309,0.963836450826;0.611955744543;0.768897531438,0.0361646634329;0.888045901025;0.268897191189,0.536163327818;0.111955795236;0.23110314906,0.536163327818;0.611955744543;0.268897191189,0.0361646634329;0.38804415407;0.23110314906,0.963836450826;0.111955795236;0.731103489309,0.463835893696;0.888045901025;0.768897531438,0.82074877478;0.850493008999;0.987637124347,0.320748217651;0.149506889613;0.512362827443,0.679251003863;0.350493059693;0.0123624871939,0.179250446734;0.649506838919;0.487636784098,0.179250446734;0.149506889613;0.0123624871939,0.679251003863;0.850493008999;0.487636784098,0.320748217651;0.649506838919;0.987637124347,0.82074877478;0.350493059693;0.512362827443,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-206.811105,5.15,5.170156459;0.0;0.0,0.0;5.469275866;0.0,0.0;0.0;9.178108161,0.133734830944;0.39388761013;0.629209189813,0.63373517339;0.606111317333;0.870790565964,0.366265511502;0.893887988059;0.370791010555,0.86626391977;0.106112767799;0.129208544854,0.86626391977;0.606111317333;0.370791010555,0.366265511502;0.39388761013;0.129208544854,0.63373517339;0.106112767799;0.629209189813,0.133734830944;0.893887988059;0.870790565964,0.462997593783;0.388351228214;0.731546183835,0.962997936229;0.611649527645;0.768453571943,0.0370027486629;0.888351606143;0.268454016534,0.537003091109;0.111649149716;0.231545538876,0.537003091109;0.611649527645;0.268454016534,0.0370027486629;0.388351228214;0.231545538876,0.962997936229;0.111649149716;0.731546183835,0.462997593783;0.888351606143;0.768453571943,0.816596177211;0.849403122794;0.990056974771,0.316595834764;0.150597633065;0.509942781007,0.683404850128;0.349402744864;0.00994213604801,0.183404507682;0.650598010995;0.490057419361,0.183404507682;0.150597633065;0.00994213604801,0.683404850128;0.849403122794;0.490057419361,0.316595834764;0.650598010995;0.990056974771,0.816596177211;0.349402744864;0.509942781007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-90.284563,4.63,4.584654664;0.0;0.0,0.0;5.591294771;0.0,0.0;0.0;5.07658716,0.0;0.15444365489;0.250000632315,0.0;0.845555491819;0.749999927116,0.500000581941;0.654444122492;0.250000632315,0.500000581941;0.345556812712;0.749999927116,0.269937452371;0.386073367335;0.419807625247,0.730063711512;0.613925779375;0.580190964356,0.230063129571;0.113925311773;0.919808889876,0.769938034312;0.886073834936;0.0801916695546,0.769938034312;0.113925311773;0.580190964356,0.230063129571;0.886073834936;0.419807625247,0.730063711512;0.386073367335;0.0801916695546,0.269937452371;0.613925779375;0.919808889876,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-44.965343,3.89,3.919929175;0.0;0.0,0.0;3.919929175;0.0,1.959964588;1.959964588;4.832407024,0.124998339992;0.375000305907;0.750000979222,0.875000392121;0.625000977272;0.24999963662,0.917026032561;0.167025236948;0.165948355761,0.667026395878;0.417026981028;0.665947629001,0.0829726995512;0.832973495165;0.834052260081,0.332972336235;0.582974302151;0.334052986841,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-221.234059,5.12,5.120358088;0.0;0.0,0.0;5.438253018;0.0,0.0;0.0;9.15830576,0.136090091362;0.399679822326;0.629072685601,0.636088325079;0.600319622716;0.870927462898,0.363910095344;0.89968046426;0.370927777367,0.86391028205;0.100320819608;0.12907300007,0.86391028205;0.600319622716;0.370927777367,0.363910095344;0.399679822326;0.12907300007,0.636088325079;0.100320819608;0.629072685601,0.136090091362;0.89968046426;0.870927462898,0.464428455809;0.390088506912;0.730345783956,0.964428642515;0.609910938131;0.769654364543,0.0355717308965;0.890089148846;0.269654679011,0.535571917602;0.109910296197;0.230346098425,0.535571917602;0.609910938131;0.269654679011,0.0355717308965;0.390088506912;0.230346098425,0.964428642515;0.109910296197;0.730345783956,0.464428455809;0.890089148846;0.769654364543,0.814970345488;0.850228921806;0.990063035415,0.314970158782;0.149770523237;0.509937113085,0.685030214629;0.350228279871;0.00993742755319,0.185030027923;0.649771165171;0.490063349883,0.185030027923;0.149770523237;0.00993742755319,0.685030214629;0.850228921806;0.490063349883,0.314970158782;0.649771165171;0.990063035415,0.814970345488;0.350228279871;0.509937113085,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-99.93393,4.55,4.517395014;0.0;0.0,0.0;5.507072655;0.0,0.0;0.0;4.964473611,0.0;0.159338736743;0.250000321736,0.0;0.84066078115;0.750000965208,0.500000551867;0.659339403613;0.250000321736,0.500000551867;0.340661930127;0.750000965208,0.26900680508;0.385482475535;0.419224708011,0.730992084988;0.614518858205;0.580774564621,0.230993746787;0.114518191335;0.919225351483,0.769007356947;0.885481326558;0.080775935461,0.769007356947;0.114518191335;0.580774564621,0.230993746787;0.885481326558;0.419224708011,0.730992084988;0.385482475535;0.080775935461,0.26900680508;0.614518858205;0.919225351483,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-110.553065,4.55,4.556712134;0.0;0.0,0.0;5.516871227;0.0,0.0;0.0;4.912896792,0.0;0.170167104029;0.249999145514,0.0;0.829832673562;0.749999472002,0.500000863122;0.670166086514;0.249999145514,0.500000863122;0.329833691077;0.749999472002,0.272525444549;0.381634791419;0.417851236636,0.727474087131;0.618364986173;0.58214941634,0.227475418573;0.118364191066;0.917851563123,0.772526307671;0.881635586525;0.0821490898521,0.772526307671;0.118364191066;0.58214941634,0.227475418573;0.881635586525;0.417851236636,0.727474087131;0.381634791419;0.0821490898521,0.272525444549;0.618364986173;0.917851563123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-103.399004,4.58,4.566858046;0.0;0.0,0.0;5.541254201;0.0,0.0;0.0;4.977585619,0.0;0.161207186604;0.250000722288,0.0;0.838792055265;0.750000157858,0.500000213933;0.661207709861;0.250000722288,0.500000213933;0.338793336653;0.750000157858,0.272158667399;0.382344848864;0.418033994645,0.727841760466;0.61765619765;0.5819668855,0.227841546534;0.117655674393;0.918033430215,0.772158881332;0.882343567476;0.0819674499305,0.772158881332;0.117655674393;0.5819668855,0.227841546534;0.882343567476;0.418033994645,0.727841760466;0.382344848864;0.0819674499305,0.272158667399;0.61765619765;0.918033430215,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-51.702175,3.8,3.824048793;0.0;0.0,0.0;3.824048793;0.0,1.912024396;1.912024396;4.733420458,0.124998358526;0.375000398706;0.750000983749,0.874999799602;0.625000374451;0.250001032129,0.915375464863;0.16537457438;0.169249701587,0.665375489118;0.415376063967;0.669249653207,0.0846237495836;0.834624640066;0.830750201655,0.334623725329;0.584625765509;0.330750250034,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-90.257735,4.66,4.620747363;0.0;0.0,0.0;5.625700107;0.0,0.0;0.0;5.104072556,0.0;0.153587995017;0.250000364611,0.0;0.846411985963;0.749999134613,0.499999203267;0.653587985507;0.250000364611,0.499999203267;0.346411995473;0.749999134613,0.271811008335;0.384762777758;0.419351405474,0.728189562352;0.615237203223;0.580650052969,0.228188194932;0.115237212733;0.919350175476,0.771810211603;0.884762768248;0.0806493237476,0.771810211603;0.115237212733;0.580650052969,0.228188194932;0.884762768248;0.419351405474,0.728189562352;0.384762777758;0.0806493237476,0.271811008335;0.615237203223;0.919350175476,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-45.22598,4.72,4.681194127;-5.421e-06;0.0,-5.421e-06;4.681194127;0.0,0.0;0.0;3.055459274,0.0;0.0;0.0,0.499999070108;0.499999070108;0.500000118804,0.305580503124;0.305580503124;0.0,0.694419773301;0.694419773301;0.0,0.805583137897;0.194417138528;0.500000118804,0.194417138528;0.805583137897;0.500000118804,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-93.418419,4.61,4.567986399;0.0;0.0,0.0;5.571823699;0.0,0.0;0.0;5.046944149,0.0;0.155311805748;0.250000785178,0.0;0.844687530376;0.750000374137,0.499999299582;0.655313268554;0.250000785178,0.499999299582;0.344687862314;0.750000374137,0.270055532624;0.385421383736;0.419439949701,0.72994306654;0.614579747133;0.580559228217,0.229943766958;0.114578284326;0.91943953866,0.770057021354;0.885421051798;0.0805596392583,0.770057021354;0.114578284326;0.580559228217,0.229943766958;0.885421051798;0.419439949701,0.72994306654;0.385421383736;0.0805596392583,0.270055532624;0.614579747133;0.91943953866,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-90.273443,4.65,4.608261824;0.0;0.0,0.0;5.614665046;0.0,0.0;0.0;5.095018331,0.0;0.153850673713;0.249999100543,0.0;0.846150208619;0.74999926433,0.499999802095;0.653850224354;0.249999100543,0.499999802095;0.346150657978;0.74999926433,0.271195528321;0.385173466677;0.41947641032,0.728804075868;0.614825634605;0.580523917255,0.228804273774;0.114826083964;0.919476574107,0.771195330415;0.885173017318;0.0805237534679,0.771195330415;0.114826083964;0.580523917255,0.228804273774;0.885173017318;0.41947641032,0.728804075868;0.385173466677;0.0805237534679,0.271195528321;0.614825634605;0.919476574107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-199.887978,5.17,5.197567581;0.0;0.0,0.0;5.490187217;0.0,0.0;0.0;9.201302943,0.132454266206;0.392134168637;0.629321742352,0.632453536923;0.607866338267;0.870677777879,0.367546928487;0.892133511373;0.370677937802,0.867546199204;0.107866995531;0.129321902275,0.867546199204;0.607866338267;0.370677937802,0.367546928487;0.392134168637;0.129321902275,0.632453536923;0.107866995531;0.629321742352,0.132454266206;0.892133511373;0.870677777879,0.462177732673;0.387757268715;0.732018067629,0.962178927366;0.612243238189;0.767981452602,0.0378215380438;0.887756611452;0.267981612525,0.53782080876;0.112242074021;0.232018227552,0.53782080876;0.612243238189;0.267981612525,0.0378215380438;0.387757268715;0.232018227552,0.962178927366;0.112242074021;0.732018067629,0.462177732673;0.887756611452;0.767981452602,0.817241898985;0.849213299241;0.989836989003,0.317240704292;0.150787207663;0.510162531228,0.682757837141;0.349212135073;0.0101626911514,0.182758566425;0.6507865504;0.489837148926,0.182758566425;0.150787207663;0.0101626911514,0.682757837141;0.849213299241;0.489837148926,0.317240704292;0.6507865504;0.989836989003,0.817241898985;0.349212135073;0.510162531228,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-48.388987,4.67,4.640484457;-4.372e-06;0.0,-4.372e-06;4.640484457;0.0,0.0;0.0;3.011534228,0.0;0.0;0.0,0.499999990841;0.499999990841;0.500000958316,0.304800359896;0.304800359896;0.0,0.695199621787;0.695199621787;0.0,0.804804086298;0.195195895385;0.500000958316,0.195195895385;0.804804086298;0.500000958316,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-106.929169,4.55,4.545385738;0.0;0.0,0.0;5.509045137;0.0,0.0;0.0;4.932135567,0.0;0.165329921493;0.24999921094,0.0;0.834670961237;0.74999966034,0.49999936881;0.665329455259;0.24999921094,0.49999936881;0.334671427471;0.74999966034,0.271675512526;0.382687007925;0.418050147242,0.728325425128;0.617312059609;0.581948724038,0.228323856284;0.117312525842;0.918050596641,0.771674881337;0.882686541691;0.081950302158,0.771674881337;0.117312525842;0.581948724038,0.228323856284;0.882686541691;0.418050147242,0.728325425128;0.382687007925;0.081950302158,0.271675512526;0.617312059609;0.918050596641,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-96.617892,4.63,4.602680141;0.0;0.0,0.0;5.594326779;0.0,0.0;0.0;5.053965092,0.0;0.155484303002;0.249999748119,0.0;0.84451627276;0.749999244356,0.499999984683;0.655483697121;0.249999748119,0.499999984683;0.344516878641;0.749999244356,0.272584659713;0.382927219776;0.418556511866,0.727415309653;0.617071568461;0.581444459253,0.22741532497;0.117072174342;0.918556008103,0.772584644395;0.882928401419;0.0814429843711,0.772584644395;0.117072174342;0.581444459253,0.22741532497;0.882928401419;0.418556511866,0.727415309653;0.382927219776;0.0814429843711,0.272584659713;0.617071568461;0.918556008103,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-46.76223,4.65,4.606385135;1.5859e-05;0.0,1.5859e-05;4.606385135;0.0,0.0;0.0;3.017186619,0.0;0.0;0.0,0.499999892107;0.499999892107;0.499998903117,0.304467631417;0.304467631417;0.0,0.695532152796;0.695532152796;0.0,0.804465278177;0.195534506036;0.499998903117,0.195534506036;0.804465278177;0.499998903117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-50.028171,4.68,4.662259279;-3.443e-06;0.0,-3.443e-06;4.662259279;0.0,0.0;0.0;3.002676338,0.0;0.0;0.0,0.500000446565;0.500000446565;0.500000609789,0.305139840035;0.305139840035;0.0,0.69485890821;0.69485890821;0.0,0.80514412568;0.194854622565;0.500000609789,0.194854622565;0.80514412568;0.500000609789,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-44.959575,3.85,3.892689618;0.0;0.0,0.0;3.892689618;0.0,1.946344809;1.946344809;4.750658128,0.124999143081;0.375001094303;0.749999243052,0.875000575119;0.625001192816;0.249999046027,0.914612981428;0.164612265599;0.17077423341,0.664613935401;0.414614553097;0.670772325463,0.0853856842868;0.835386400116;0.829226160641,0.335385782799;0.585387734021;0.329225963616,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-99.976363,4.59,4.568307611;0.0;0.0,0.0;5.549648647;0.0,0.0;0.0;5.001095171,0.0;0.158638871756;0.249999241616,0.0;0.841361372044;0.74999972441,0.499999166978;0.658639894613;0.249999241616,0.499999166978;0.341360349186;0.74999972441,0.271514115427;0.383404452307;0.418480338494,0.728486407524;0.616593989576;0.581518627533,0.228485051551;0.116594768635;0.918480821288,0.771513282405;0.883405475165;0.0815181447384,0.771513282405;0.116594768635;0.581518627533,0.228485051551;0.883405475165;0.418480338494,0.728486407524;0.383404452307;0.0815181447384,0.271514115427;0.616593989576;0.918480821288,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-199.812872,5.15,5.176783763;0.0;0.0,0.0;5.472734384;0.0,0.0;0.0;9.160565652,0.132128369914;0.392123909078;0.629338866071,0.632128006464;0.60787528986;0.870661300076,0.367871266637;0.892124422167;0.370660516936,0.867870903187;0.107876604011;0.129339174567,0.867870903187;0.60787528986;0.370660516936,0.367871266637;0.392123909078;0.129339174567,0.632128006464;0.107876604011;0.629338866071,0.132128369914;0.892124422167;0.870661300076,0.461408107689;0.387199496872;0.732573757444,0.961407744239;0.612799702066;0.767425317067,0.0385915288616;0.887200009961;0.267425625563,0.538593097113;0.112799188977;0.23257406594,0.538593097113;0.612799702066;0.267425625563,0.0385915288616;0.387199496872;0.23257406594,0.961407744239;0.112799188977;0.732573757444,0.461408107689;0.887200009961;0.767425317067,0.81628095618;0.848641588303;0.9904595791,0.31628131963;0.151359437875;0.509540587047,0.683717953471;0.348641075214;0.00954089554294,0.183718316921;0.651359950964;0.490458795961,0.183718316921;0.151359437875;0.00954089554294,0.683717953471;0.848641588303;0.490458795961,0.31628131963;0.651359950964;0.9904595791,0.81628095618;0.348641075214;0.509540587047,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
