Energy,Scale,PrimVec1,PrimVec2,PrimVec3,Coord1,Coord2,Coord3,Coord4,Coord5,Coord6,Coord7,Coord8,Coord9,Coord10,Coord11,Coord12,Coord13,Coord14,Coord15,Coord16,Coord17,Coord18,Coord19,Coord20,Coord21,Coord22,Coord23,Coord24,Coord25,Coord26,Coord27,Coord28,Coord29,Coord30,Coord31,Coord32,Coord33,Coord34,Coord35,Coord36,Coord37,Coord38,Coord39,Coord40,Coord41,Coord42,Coord43,Coord44,Coord45,Coord46,Coord47,Coord48,Coord49,Coord50,Coord51,Coord52,Coord53,Coord54,Coord55,Coord56,Coord57,Coord58,Coord59,Coord60,Coord61,Coord62,Coord63,Coord64,Coord65,Coord66,Coord67,Coord68,Coord69,Coord70,Coord71,Coord72,Coord73,Coord74,Coord75,Coord76,Coord77,Coord78,Coord79,Coord80,Coord81,Coord82,Coord83,Coord84,Coord85,Coord86,Coord87,Coord88,Coord89,Coord90,Coord91,Coord92,Coord93,Coord94,Coord95,Coord96
-88.864726,4.69,4.655632301;0.0;0.0,0.0;5.666172421;0.0,0.0;0.0;5.127408989,0.0;0.15402284561;0.249999561718,0.0;0.845976727117;0.750000635457,0.500000826848;0.654023514404;0.249999561718,0.500000826848;0.345976058324;0.750000635457,0.272646102169;0.383544629165;0.419024502358,0.727353403591;0.616454943562;0.580975694818,0.272646102169;0.616454943562;0.919025576097,0.227352576743;0.883545297959;0.419024502358,0.227352576743;0.116454274768;0.919025576097,0.772646929017;0.883545297959;0.0809746210787,0.772646929017;0.116454274768;0.580975694818,0.727353403591;0.383544629165;0.0809746210787,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-171.469847,5.28,5.323053545;0.0;0.0,0.0;5.603341782;0.0,0.0;0.0;9.376889945,0.131043205578;0.389963718976;0.629676794186,0.631043811903;0.610035963;0.870323747838,0.368955522126;0.889963559963;0.37032321168,0.868956128451;0.110036122012;0.129676258027,0.868956128451;0.610035963;0.37032321168,0.368955522126;0.389963718976;0.129676258027,0.538057709882;0.114039090397;0.232988764165,0.961942230472;0.614038931384;0.7670112417,0.631043811903;0.110036122012;0.629676794186,0.131043205578;0.889963559963;0.870323747838,0.461943502768;0.385960750591;0.732988233872,0.0380571035567;0.885960591579;0.267011771993,0.320301117692;0.151589896359;0.511422233611,0.0380571035567;0.385960750591;0.232988764165,0.461943502768;0.885960591579;0.7670112417,0.820299845396;0.348409944628;0.511422233611,0.679700094957;0.848409785616;0.488577772254,0.320301117692;0.651589737347;0.988578308413,0.179699488633;0.651589737347;0.488577772254,0.179699488633;0.151589896359;0.0114216974528,0.538057709882;0.614038931384;0.267011771993,0.820299845396;0.848409785616;0.988578308413,0.961942230472;0.114039090397;0.732988233872,0.679700094957;0.348409944628;0.0114216974528,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-51.183203,3.83,3.839529814;0.0;0.0,0.0;3.839529814;0.0,1.919764907;1.919764907;4.807412373,0.124998647069;0.375000612544;0.750000149821,0.87500037016;0.625001009171;0.249999356567,0.916880488689;0.166879801235;0.166239119508,0.666880092062;0.416880731073;0.666239912762,0.0831185285394;0.833119215993;0.833760386879,0.333118925166;0.583120890641;0.333759593625,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-177.716353,5.27,5.309097708;0.0;0.0,0.0;5.59051246;0.0,0.0;0.0;9.369674574,0.131532708269;0.390536648585;0.629530935511,0.631532924125;0.609462911384;0.87046886587,0.368467507587;0.890537322942;0.370468576319,0.868467723442;0.109462237027;0.129531713232,0.868467723442;0.609462911384;0.370468576319,0.368467507587;0.390536648585;0.129531713232,0.537452907619;0.113229333541;0.232289817838,0.962545856389;0.613228219153;0.767709693991,0.631532924125;0.109462237027;0.629530935511,0.131532708269;0.890537322942;0.87046886587,0.462545640533;0.386771340816;0.73229010739,0.0374526917635;0.886772015172;0.267710471713,0.320190000918;0.151075595671;0.511435051682,0.0374526917635;0.386771340816;0.232289817838,0.462545640533;0.886772015172;0.767709693991,0.820190216774;0.348925078686;0.511435051682,0.679810430793;0.848923964298;0.48856552742,0.320190000918;0.651074481283;0.988565816971,0.179810214938;0.651074481283;0.48856552742,0.179810214938;0.151075595671;0.0114347621312,0.537452907619;0.613228219153;0.267710471713,0.820190216774;0.848923964298;0.988565816971,0.962545856389;0.113229333541;0.73229010739,0.679810430793;0.348925078686;0.0114347621312,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-204.426778,5.18,5.192118803;0.0;0.0,0.0;5.499959299;0.0,0.0;0.0;9.248050274,0.13539559218;0.397537487304;0.629095844814,0.635395707451;0.602462640151;0.87090357009,0.364604523091;0.897537551032;0.370904125559,0.864604638362;0.102462576424;0.129096400282,0.864604638362;0.602462640151;0.370904125559,0.364604523091;0.397537487304;0.129096400282,0.53612409608;0.11075718326;0.230698356604,0.963876249732;0.610755428792;0.769301613768,0.635395707451;0.102462576424;0.629095844814,0.13539559218;0.897537551032;0.87090357009,0.463876134461;0.389242880468;0.730697801135,0.0361239808095;0.889242944196;0.269302169237,0.316770486656;0.150301112256;0.509991821007,0.0361239808095;0.389242880468;0.230698356604,0.463876134461;0.889242944196;0.769301613768,0.81676867593;0.349698951472;0.509991821007,0.683229743886;0.849697197005;0.490008149365,0.316770486656;0.650301175983;0.990007593897,0.183229628615;0.650301175983;0.490008149365,0.183229628615;0.150301112256;0.00999237647527,0.53612409608;0.610755428792;0.269302169237,0.81676867593;0.849697197005;0.990007593897,0.963876249732;0.11075718326;0.730697801135,0.683229743886;0.349698951472;0.00999237647527,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-47.860323,3.9,3.902760629;0.0;0.0,0.0;3.902760629;0.0,1.951380314;1.951380314;4.912710068,0.125000179145;0.375000138853;0.749999480735,0.874999586152;0.624999626444;0.250000505424,0.919109659196;0.169109780072;0.161780359313,0.669109153837;0.419109194129;0.66178137016,0.0808901061006;0.830889985225;0.838219626846,0.33089061146;0.580890571168;0.338218615998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-44.538514,4.74,4.70698077;-6.543e-06;0.0,-6.543e-06;4.70698077;0.0,0.0;0.0;3.060652218,0.0;0.0;0.0,0.500000613239;0.500000613239;0.500001271298,0.305552979608;0.305552979608;0.0,0.694448246869;0.694448246869;0.0,0.805554867871;0.1944442341;0.500001271298,0.1944442341;0.805554867871;0.500001271298,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-38.708675,4.82,4.768358229;-2.16e-06;0.0,-2.16e-06;4.768358229;0.0,0.0;0.0;3.13593586,0.0;0.0;0.0,0.500000412197;0.500000412197;0.50000066009,0.306694797712;0.306694797712;0.0,0.693306026681;0.693306026681;0.0,0.806697029208;0.193303795185;0.50000066009,0.193303795185;0.806697029208;0.50000066009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-47.717445,4.72,4.702800849;-4.04e-07;0.0,-4.04e-07;4.702800849;0.0,0.0;0.0;3.027447541,0.0;0.0;0.0,0.499999952688;0.499999952688;0.499998754561,0.305462674166;0.305462674166;0.0,0.694537231209;0.694537231209;0.0,0.805466827156;0.194533078219;0.499998754561,0.194533078219;0.805466827156;0.499998754561,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-47.86867,3.85,3.873323155;0.0;0.0,0.0;3.873323155;0.0,1.936661578;1.936661578;4.798283099,0.124999834826;0.37499963119;0.749999515608,0.874999266154;0.62499946979;0.249999838536,0.916013936608;0.166014547517;0.167970497649,0.666014098007;0.416014301644;0.667970174721,0.0839851643721;0.833984553463;0.832028856495,0.333985002973;0.583984799336;0.332029179423,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-48.384154,3.85,3.869220453;0.0;0.0,0.0;3.869220453;0.0,1.934610226;1.934610226;4.80846415,0.12499974529;0.37500100827;0.750000392537,0.874999470921;0.62500079244;0.250000824068,0.916406663267;0.166408043325;0.167186439354,0.666406879097;0.416408200616;0.667186007823,0.0835925529434;0.833593757385;0.832814777251,0.333592337113;0.583593600094;0.332815208781,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-171.38802,5.26,5.303485433;0.0;0.0,0.0;5.585057824;0.0,0.0;0.0;9.335405301,0.130195511748;0.389897485151;0.629739128666,0.630194999538;0.610101113968;0.870261090767,0.369803976041;0.889897679956;0.370261374686,0.869803463831;0.110102709655;0.129738341395,0.869803463831;0.610101113968;0.370261374686,0.369803976041;0.389897485151;0.129738341395,0.539573462801;0.114663092161;0.233664198786,0.96042688612;0.614663286967;0.766336304567,0.630194999538;0.110102709655;0.629739128666,0.130195511748;0.889897679956;0.870261090767,0.460427398331;0.385337102644;0.733663914867,0.0395720894592;0.88533729745;0.266335517295,0.318916686275;0.151783567281;0.51087980074,0.0395720894592;0.385337102644;0.233664198786,0.460427398331;0.88533729745;0.766336304567,0.818916174065;0.348216627524;0.51087980074,0.681084174857;0.84821682233;0.489119631422,0.318916686275;0.651783762087;0.989120418694,0.181082801515;0.651783762087;0.489119631422,0.181082801515;0.151783567281;0.0108800846589,0.539573462801;0.614663286967;0.266335517295,0.818916174065;0.84821682233;0.989120418694,0.96042688612;0.114663092161;0.733663914867,0.681084174857;0.348216627524;0.0108800846589,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-95.611689,5.22,5.240682167;0.0;0.0,0.0;3.198895047;0.0,0.0;0.0;6.408836103,0.243260316;0.249998824047;0.598628196812,0.756739270504;0.749999598221;0.401372411255,0.256739477252;0.749999598221;0.0986278927782,0.743260109252;0.249998824047;0.901371154943,0.135566320826;0.249998824047;0.913537170542,0.864433265678;0.749999598221;0.0864618771793,0.50729655325;0.249998824047;0.151247431581,0.992702826506;0.749999598221;0.651246175268,0.364433472426;0.749999598221;0.413536866508,0.635566114078;0.249998824047;0.586462181213,0.00729675999831;0.249998824047;0.348752872453,0.492703033254;0.749999598221;0.848753176486,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-96.39426,4.99,4.99;0.0;0.0,0.0;4.99;0.0,0.0;0.0;4.99,0.0;0.0;0.0,0.0;0.5;0.5,0.5;0.0;0.5,0.5;0.5;0.0,0.339681362725;0.339681362725;0.339681362725,0.660318637275;0.660318637275;0.660318637275,0.839681362725;0.339681362725;0.160318637275,0.339681362725;0.160318637275;0.839681362725,0.839681362725;0.160318637275;0.660318637275,0.160318637275;0.839681362725;0.339681362725,0.660318637275;0.839681362725;0.160318637275,0.160318637275;0.660318637275;0.839681362725,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-52.988893,3.83,3.81902205;0.0;0.0,0.0;3.81902205;0.0,1.909511025;1.909511025;4.838489456,0.1249994311;0.375000606139;0.750000601014,0.874999707504;0.625001150937;0.249999511418,0.917940795191;0.167942507017;0.164117336045,0.667941283773;0.417942727206;0.66411635888,0.0820583434132;0.832059250059;0.835882776387,0.332057854831;0.58205902987;0.335883753551,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-40.104812,4.79,4.739973724;-3.858e-06;0.0,-3.858e-06;4.739973724;0.0,0.0;0.0;3.114716177,0.0;0.0;0.0,0.499998959276;0.499998959276;0.5000006137,0.306200258869;0.306200258869;0.0,0.693799769401;0.693799769401;0.0,0.806202939126;0.193797089144;0.5000006137,0.193797089144;0.806202939126;0.5000006137,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-105.663891,4.595845849,4.575113578;0.0;0.0,0.0;5.555140823;0.0,0.0;0.0;4.937808631,0.0;0.171716618965;0.249999563015,0.0;0.828283232884;0.750000714234,0.50000070184;0.671716544889;0.249999563015,0.50000070184;0.328283306959;0.750000714234,0.271914560981;0.381747298146;0.418145002023,0.728084656962;0.618252553703;0.581855275225,0.271914560981;0.618252553703;0.918146153242,0.22808614086;0.88174722407;0.418145002023,0.22808614086;0.118252627779;0.918146153242,0.771915262821;0.88174722407;0.081854124006,0.771915262821;0.118252627779;0.581855275225,0.728084656962;0.381747298146;0.081854124006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-48.028373,3.9,3.901209172;0.0;0.0,0.0;3.901209172;0.0,1.950604586;1.950604586;4.916618279,0.124999201683;0.375001177224;0.749999245569,0.875000676967;0.625001264733;0.24999907055,0.919236366552;0.169235566544;0.161527691379,0.669236279043;0.419236866809;0.661527866398,0.0807635120972;0.830764312106;0.83847062474,0.330763599606;0.580765575148;0.338470449721,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-47.032551,3.89,3.899006214;0.0;0.0,0.0;3.899006214;0.0,1.949503107;1.949503107;4.884409788,0.124998930938;0.374998532503;0.750000544385,0.875001221508;0.624999055186;0.249999499018,0.918331942963;0.168330573512;0.163338056107,0.668332443945;0.418330277624;0.663337054143,0.0816682094819;0.831669578933;0.836661987297,0.3316677085;0.581667310065;0.33666298926,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-90.160024,4.99,4.99;0.0;0.0,0.0;4.99;0.0,0.0;0.0;4.99,0.0;0.0;0.0,0.0;0.5;0.5,0.5;0.0;0.5,0.5;0.5;0.0,0.33950501002;0.33950501002;0.33950501002,0.66049498998;0.66049498998;0.66049498998,0.83950501002;0.33950501002;0.16049498998,0.33950501002;0.16049498998;0.83950501002,0.83950501002;0.16049498998;0.66049498998,0.16049498998;0.83950501002;0.33950501002,0.66049498998;0.83950501002;0.16049498998,0.16049498998;0.66049498998;0.83950501002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-171.514601,5.32,5.362913983;0.0;0.0,0.0;5.638402798;0.0,0.0;0.0;9.461129069,0.131236488639;0.389720294687;0.629646837767,0.631235184963;0.610279209073;0.870352781359,0.368764072344;0.889720046567;0.370353260636,0.868764633326;0.110279457193;0.129647317044,0.868764633326;0.610279209073;0.370353260636,0.368764072344;0.389720294687;0.129647317044,0.537012155915;0.11348603903;0.23217313536,0.962987662374;0.61348579091;0.767826963042,0.631235184963;0.110279457193;0.629646837767,0.131236488639;0.889720046567;0.870352781359,0.462988966049;0.38651371285;0.73217371304,0.0370115949331;0.88651346473;0.267826385363,0.321959294047;0.150539085342;0.512635433322,0.0370115949331;0.38651371285;0.23217313536,0.462988966049;0.88651346473;0.767826963042,0.821957990371;0.349460666538;0.512635433322,0.678041827918;0.849460418418;0.487364665081,0.321959294047;0.650538837222;0.987364185804,0.178041266936;0.650538837222;0.487364665081,0.178041266936;0.150539085342;0.0126348556423,0.537012155915;0.61348579091;0.267826385363,0.821957990371;0.849460418418;0.987364185804,0.962987662374;0.11348603903;0.73217371304,0.678041827918;0.349460666538;0.0126348556423,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-85.721622,4.63,4.573360905;0.0;0.0,0.0;5.598344103;0.0,0.0;0.0;5.082715488,0.0;0.155160165938;0.250000221929,0.0;0.844839101167;0.750000665786,0.499999901057;0.65515979949;0.250000221929,0.499999901057;0.344839467614;0.750000665786,0.26793861789;0.387482434107;0.420298953393,0.732061184224;0.612516832998;0.579699966869,0.26793861789;0.612516832998;0.92029939725,0.232061283167;0.88748206766;0.420298953393,0.232061283167;0.112517199445;0.92029939725,0.767938518948;0.88748206766;0.0796995230121,0.767938518948;0.112517199445;0.579699966869,0.732061184224;0.387482434107;0.0796995230121,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-44.532323,4.72,4.683075687;-7.27e-06;0.0,-7.27e-06;4.683075687;0.0,0.0;0.0;3.05300453,0.0;0.0;0.0,0.499999101337;0.499999101337;0.499999258108,0.305163169261;0.305163169261;0.0,0.694837168765;0.694837168765;0.0,0.805165593825;0.194834744202;0.499999258108,0.194834744202;0.805165593825;0.499999258108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-47.55631,4.71,4.689466674;-2.262e-06;0.0,-2.262e-06;4.689466674;0.0,0.0;0.0;3.02537783,0.0;0.0;0.0,0.499999529584;0.499999529584;0.500000358633,0.305213959261;0.305213959261;0.0,0.694787232346;0.694787232346;0.0,0.805217459277;0.194783732331;0.500000358633,0.194783732331;0.805217459277;0.500000358633,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-42.820698,3.89,3.927197661;0.0;0.0,0.0;3.927197661;0.0,1.963598831;1.963598831;4.814535869,0.1250004952;0.375000644098;0.749999604998,0.875001007566;0.625000858668;0.249999175985,0.915582281725;0.165581835033;0.168836627687,0.665582067155;0.415581918257;0.6688370567,0.0844192210411;0.834419667734;0.831162153296,0.33441839709;0.584418545987;0.331163801326,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-88.811679,5.32,5.269809008;0.0;0.0,0.0;3.26969064;0.0,0.0;0.0;6.600682251,0.238894805882;0.249999186467;0.587122641665,0.76110538236;0.750000617795;0.412878532304,0.26110623704;0.750000617795;0.087121297183,0.738893951202;0.249999186467;0.912878361792,0.13301810349;0.249999186467;0.906669912658,0.86698018715;0.750000617795;0.0933312613112,0.496570178545;0.249999186467;0.147243870109,0.0034291550173;0.750000617795;0.647243699597,0.36698104183;0.750000617795;0.406668568176,0.633019146412;0.249999186467;0.593331090798,0.996571033225;0.249999186467;0.352755959378,0.503428112095;0.750000617795;0.852755788865,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-93.181319,4.9,4.9;0.0;0.0,0.0;4.9;0.0,0.0;0.0;4.9,0.0;0.0;0.0,0.0;0.5;0.5,0.5;0.0;0.5,0.5;0.5;0.0,0.341218367347;0.341218367347;0.341218367347,0.658781632653;0.658781632653;0.658781632653,0.841218367347;0.341218367347;0.158781632653,0.341218367347;0.158781632653;0.841218367347,0.841218367347;0.158781632653;0.658781632653,0.158781632653;0.841218367347;0.341218367347,0.658781632653;0.841218367347;0.158781632653,0.158781632653;0.658781632653;0.841218367347,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-23.134351,4.82,0.0;2.41;2.41,2.41;0.0;2.41,2.41;2.41;0.0,0.0;0.0;0.0,0.25;0.25;0.25,0.75;0.75;0.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-87.132929,5.01,5.01;0.0;0.0,0.0;5.01;0.0,0.0;0.0;5.01,0.0;0.0;0.0,0.0;0.5;0.5,0.5;0.0;0.5,0.5;0.5;0.0,0.339183632735;0.339183632735;0.339183632735,0.660816367265;0.660816367265;0.660816367265,0.839183632735;0.339183632735;0.160816367265,0.339183632735;0.160816367265;0.839183632735,0.839183632735;0.160816367265;0.660816367265,0.160816367265;0.839183632735;0.339183632735,0.660816367265;0.839183632735;0.160816367265,0.160816367265;0.660816367265;0.839183632735,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-85.773484,4.72,4.684728339;0.0;0.0,0.0;5.697752855;0.0,0.0;0.0;5.165184838,0.0;0.152784794664;0.250000733856,0.0;0.847214704261;0.750000265528,0.49999910998;0.652785421666;0.250000733856,0.49999910998;0.347215832337;0.750000265528,0.27314710852;0.383960142827;0.419280251903,0.726853246036;0.616039356098;0.580720747481,0.27314710852;0.616039356098;0.919279783575,0.22685200146;0.883960769829;0.419280251903,0.22685200146;0.116040484174;0.919279783575,0.773148353096;0.883960769829;0.0807192797696,0.773148353096;0.116040484174;0.580720747481,0.726853246036;0.383960142827;0.0807192797696,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
